Date,TweetCount,Close,Volume,count_pct_chg,close_pct_chg,vol_pct_chg
2021-02-12,828,75.48,20673759,-0.37977528089887636,0.07828571428571429,-0.5220789654777667
2021-02-16,131,78.9,10245963,-0.8417874396135265,0.04531001589825112,-0.504397676300667
2021-02-17,64,77.075,3561232,-0.5114503816793894,-0.02313054499366285,-0.6524258383521393
2021-02-18,77,73.955,3099556,0.203125,-0.04048005189750248,-0.12963940568881782
2021-02-19,116,71.74,4940939,0.5064935064935066,-0.029950645662903175,0.5940796036593627
2021-02-22,75,67.24,5599662,-0.35344827586206895,-0.0627265124059102,0.13331939536189386
2021-02-23,62,65.38,4314691,-0.17333333333333334,-0.027662105889351585,-0.22947295747493335
2021-02-24,63,68.5,3656601,0.016129032258064502,0.047721015601101424,-0.15252308913894408
2021-02-25,34,63.77,3336638,-0.46031746031746035,-0.06905109489051087,-0.08750284758987925
2021-02-26,64,67.32,2348854,0.8823529411764706,0.055668809785165196,-0.29604170425440224
2021-03-01,95,74.66,3741896,0.484375,0.10903149138443258,0.5930730475372246
2021-03-02,62,67.87,1383504,-0.34736842105263155,-0.09094562014465568,-0.6302665814335834
2021-03-03,50,62.01,2879847,-0.19354838709677424,-0.08634153528805077,1.0815602990667177
2021-03-04,73,59.48,3955524,0.45999999999999996,-0.0407998709885502,0.373518801519664
2021-03-05,27,61.74,2952338,-0.6301369863013699,0.03799596503026237,-0.2536164614346923
2021-03-08,115,60.44,1797639,3.2592592592592595,-0.02105604146420481,-0.3911134158758245
2021-03-09,45,63.1,1367599,-0.6086956521739131,0.044010589013898205,-0.23922489443097306
2021-03-10,153,62.87,1759238,2.4,-0.003645007923930299,0.28636976189657926
2021-03-11,382,69.7299,8414521,1.4967320261437909,0.10911245427071736,3.7830486835777766
2021-03-12,103,69.35,2732742,-0.7303664921465969,-0.00544816499091505,-0.6752349896090342
2021-03-15,96,73.46,2547775,-0.06796116504854366,0.0592645998558039,-0.06768549683797442
2021-03-16,40,72.98,1500565,-0.5833333333333333,-0.00653416825483244,-0.41102923138817204
2021-03-17,42,72.67,1809353,0.050000000000000044,-0.004247739106604587,0.20578115576466205
2021-03-18,35,66.12,2510820,-0.16666666666666663,-0.09013348011559097,0.3876894116294609
2021-03-19,40,68.08,1667966,0.1428571428571428,0.029643073200241954,-0.335688739137015
2021-03-22,27,68.28,778883,-0.32499999999999996,0.002937720329024618,-0.5330342465014275
2021-03-23,23,65.93,812353,-0.14814814814814814,-0.03441710603397763,0.04297179422326591
2021-03-24,16,62.56,935011,-0.30434782608695654,-0.05111481874715618,0.15099101006582116
2021-03-25,22,61.79,2057178,0.375,-0.012308184143222545,1.2001644900434325
2021-03-26,40,62.75,1467976,0.8181818181818181,0.015536494578410665,-0.28641274600447797
2021-03-29,20,61.9918,898285,-0.5,-0.012082868525896462,-0.3880792329029903
2021-03-30,23,59.41,980863,0.1499999999999999,-0.041647443694166064,0.09192850821287224
2021-03-31,57,62.38,1320502,1.4782608695652173,0.04999158390843306,0.34626548253935563
2021-04-01,53,61.48,1494086,-0.07017543859649122,-0.014427701186277786,0.13145303831421695
2021-04-05,48,63.98,1397736,-0.09433962264150941,0.04066363044892651,-0.06448758639060936
2021-04-06,42,63.29,769553,-0.125,-0.010784620193810546,-0.44942893364698344
2021-04-07,26,62.84,700010,-0.38095238095238093,-0.0071101279823035934,-0.09036804482602234
2021-04-08,27,62.941,823129,0.03846153846153855,0.0016072565245066617,0.17588177311752684
2021-04-09,35,60.171,1149633,0.2962962962962963,-0.044009469185427696,0.3966620055908612
2021-04-12,67,58.4501,1452834,0.9142857142857144,-0.028600156221435635,0.26373721004877204
2021-04-13,25,59.53,840937,-0.6268656716417911,0.01847558857897602,-0.4211747522428577
2021-04-14,35,60.07,976228,0.3999999999999999,0.009071056610112427,0.1608812550761829
2021-04-15,17,60.19,781032,-0.5142857142857142,0.0019976693857166605,-0.19994919219690477
2021-04-16,28,59.8,642394,0.6470588235294117,-0.006479481641468721,-0.1775061713220457
2021-04-19,15,59.0,1229092,-0.4642857142857143,-0.013377926421404673,0.9132993147507604
2021-04-20,32,55.8001,1158709,1.1333333333333333,-0.054235593220338996,-0.057264224321694424
2021-04-21,25,57.54,950479,-0.21875,0.031180947704394724,-0.17970862399446286
2021-04-22,16,58.12,864843,-0.36,0.010079944386513606,-0.09009772967103957
2021-04-23,26,58.98,607562,0.625,0.01479697178251893,-0.2974886771356189
2021-04-26,12,60.27,557071,-0.5384615384615384,0.021871820956256505,-0.08310427577761614
2021-04-27,15,59.17,658042,0.25,-0.018251202920192444,0.1812533770381155
2021-04-28,40,62.55,1090287,1.6666666666666665,0.057123542335642874,0.6568653672561933
2021-04-29,25,60.79,653237,-0.375,-0.028137490007993593,-0.40085775580191274
2021-04-30,13,60.21,545911,-0.48,-0.009541042934693156,-0.1642987154738632
2021-05-03,9,58.22,955248,-0.3076923076923077,-0.03305098820793895,0.7498236892094132
2021-05-04,22,55.26,1256214,1.4444444444444446,-0.0508416351769152,0.31506582583789755
2021-05-05,29,56.2,1489487,0.3181818181818181,0.01701049583785741,0.1856952716654965
2021-05-06,21,55.61,985189,-0.27586206896551724,-0.010498220640569489,-0.3385716021690689
2021-05-07,22,57.91,904046,0.04761904761904767,0.04135946772163268,-0.08236287656480124
